"created_time","account","post_type","icon","tag_id","tag_name","impressions","impressionsVmedian","impressionsVmean","engagements","engagementsVmedian","engagementsVmean","engagementRate","engrtVmedian","engrtVmean","postClicks","shares","brand","program","accountType","post","perma_link","text","tag1","tag2","tag3","tag4","tag5","tag6","tag7","tag8","tag9","tag10","tag11","campaignID"
2024-04-24,"RMI Brand","Facebook",2,2312794,"OCI+",122,-0.74,-0.799,11,-0.267,-0.594,0.09,1.571,1.432,3,2,1,0,"RMI Brand","Post","https://www.facebook.com/344520634375161/posts/865891738904712","Oil and gas producers burn off unwanted gas in a process known as ""flaring."" The carbon dioxide and methane emitted by flares accelerate climate change — and pose significant health risks to local communities.

In the United States, approximately 18 million people live within two kilometers of an oil and gas well. Flares and their associated emissions are known to have negative health impacts and to form smog, which is linked to cardiovascular, nervous system, and reproductive health issues.

RMI’s Oil Climate Index plus Gas (OCI+) web tool analyzes the wide-ranging climate impacts of oil and gas production. Now, the Flaring EJ Risk Map, a new environmental justice risk feature, has been added to consider the underlying demographics in the vicinity of flares so that decision-makers can better protect public health and the environment, especially for vulnerable populations. https://bit.ly/4b5TTlK

#CarbonEmissions #pollution #EnvironmentalJustice #methane","[3] Stock","[4] Internal Article/ Blog","[1] RMI Intelligence",NA,NA,NA,NA,NA,NA,NA,NA,"oci+"
2023-12-15,"RMI Brand","Twitter",3,2698565,"COP28",760,0.409,0.18,14,-0.517,-0.626,0.018,-0.617,-0.714,8,1,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1735699742665908391","Experts are weighing in on the outcomes of the #COP28 climate talks. They include RMI's @Jon_Creyts, who hails it as a milestone second only to the 2015 Paris talks, highlighting the vast private sector and community engagement.

More in @AP: https://t.co/1z0HTRkc9U 💥","COP28","[3] Real People","[4] RMI In Media","[1] RMI Strategy",NA,NA,NA,NA,NA,NA,NA,"cop28"
2023-12-15,"RMI Brand","Facebook",2,2698565,"COP28",216,-0.539,-0.645,9,-0.4,-0.668,0.042,0.2,0.135,3,1,1,0,"RMI Brand","Post","https://www.facebook.com/344520634375161/posts/780018494158704","As the curtain falls on #COP28, it's clear that this was a defining moment, as RMI's CEO, Jon Creyts noted.
 
Heralded as a major step ahead, the outcomes of this year's summit have established a new benchmark in our global fight against climate change.
 
Dive into the comprehensive analysis by AP: https://bit.ly/3v0ox09","COP28","[3] Real People","[4] RMI In Media","[1] RMI Strategy",NA,NA,NA,NA,NA,NA,NA,"cop28"
2023-12-14,"Jon Creyts","Twitter",3,2698565,"COP28",447,2.412,0.649,12,-0.676,-0.59,0.027,-0.745,-0.825,9,1,0,1,"RMI Program","Post","https://twitter.com/Jon_Creyts/status/1735381626396213434","As I told @AP, #COP28 engaged the private sector and local communities at a scale that is unprecedented.

https://t.co/4RSMFndCu2","COP28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cop28"
2023-12-13,"RMI Brand","Facebook",2,2698565,"COP28",442,-0.058,-0.273,17,0.133,-0.373,0.038,0.086,0.027,10,2,1,0,"RMI Brand","Post","https://www.facebook.com/344520634375161/posts/778683697625517","🚨BREAKING: Our CEO Jon Creyts reflects on #COP28's decisive move towards renewable energy.
 
The commitment to triple renewable sources and double energy efficiency marks a new era of environmental progress.👇","[3] Text Graphic","COP28","[1] RMI Brand","[4] Pre Event/ Webinar",NA,NA,NA,NA,NA,NA,NA,"cop28"
2023-12-13,"RMI Brand","Instagram",4,2698565,"COP28",984,0.112,0.016,74,2.895,2.474,0.075,2.75,2.409,NA,NA,1,0,"RMI Brand","Post","https://www.instagram.com/p/C0zKT8gOT7S/","🚨BREAKING: #COP28 outcome, our CEO's take: Fossil fuels will be in the rearview mirror, renewables are our future.
 
With commitments to expand solar, battery tech, and EVs, we can transform our planet's health. 👏","[3] Text Graphic","COP28","[1] RMI Brand","[4] Pre Event/ Webinar",NA,NA,NA,NA,NA,NA,NA,"cop28"
2023-12-13,"RMI Brand","Twitter",3,2698565,"COP28",864,0.601,0.341,39,0.345,0.043,0.045,-0.043,-0.286,22,5,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1734968330048434433","🚨BREAKING: Our CEO @Jon_Creyts reflects on #COP28's decisive move towards renewable energy.

The commitment to triple renewable sources and double energy efficiency marks a new era of environmental progress. 🎉 https://t.co/vMaq8BktII","[3] Text Graphic","COP28","[1] RMI Brand","[4] Pre Event/ Webinar",NA,NA,NA,NA,NA,NA,NA,"cop28"
2023-12-13,"RMI Brand","Twitter",3,2698565,"COP28",1207,1.237,0.874,54,0.862,0.444,0.045,-0.043,-0.286,36,4,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1734767063686627443","We asked our CEO, @Jon_Creyts, ""What is giving you hope at this COP28?"". Here's what he had to say. 👇

#COP28 #methane #renewables #CleanEnergy @COP28_UAE https://t.co/72EnfOUgJ2","[4] Misc. Non-CTA","COP28","[1] RMI Brand","[3] <2.2 mins Video",NA,NA,NA,NA,NA,NA,NA,"cop28"
2023-12-13,"RMI Brand","Facebook",2,2698565,"COP28",367,-0.217,-0.396,8,-0.467,-0.705,0.022,-0.371,-0.405,2,2,1,0,"RMI Brand","Post","https://www.facebook.com/344520634375161/videos/1424785884776088","We asked our CEO, Jon Creyts, ""What is giving you hope at this COP28?"" and three things stood out.

1️⃣ Progress on mitigating methane.

2️⃣ Preparing for global progress in heavy industry (green steel, green cement, and aluminum).

3️⃣ 117 countries targeting to triple renewables by 2030!

While we await the final outcome from COP28, we know the energy transition is happening faster in some sectors and behind in others. We applaud the progress made by RMI and partners in the past few weeks and push for even more ambition and action in 2024.

#COP28 #methane #renewables #CleanEnergy","COP28","[1] RMI Brand","[4] Pre Event/ Webinar","[3] <2.2 mins Video",NA,NA,NA,NA,NA,NA,NA,"cop28"
2023-12-12,"RMI Brand","Twitter",3,2698565,"COP28",1179,1.185,0.83,12,-0.586,-0.679,0.01,-0.787,-0.841,4,2,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1734637898811494587","RMI's @dinacappiello provides a recap on #COP28UAE after her return from the conference and looks at what we should be tracking as the conference closes.","COP28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cop28"
2023-12-12,"RMI Brand","Twitter",3,2698565,"COP28",1983,2.676,2.078,62,1.138,0.658,0.031,-0.34,-0.508,47,2,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1734402937718268186","#CleanEnergy isn’t just growing, it’s exploding in ways that may surprise you. @TEDCountdown &amp; @manoushz present a pivotal film feat. RMI’s @KingsmillBond, @HabibaDaggash, &amp; @duda_zoghbi. Watch it NOW: https://t.co/xO60Jm3ZWr https://t.co/aMHz3LTe9k","COP28","[3] Real People","[4] Pre Event/ Webinar","[1] RMI Strategy",NA,NA,NA,NA,NA,NA,NA,"cop28"
2023-12-12,"RMI Brand","Facebook",2,2698565,"COP28",234,-0.501,-0.615,17,0.133,-0.373,0.073,1.086,0.973,2,3,1,0,"RMI Brand","Post","https://www.facebook.com/344520634375161/posts/777697877724099","Imagine a future where every light, every car, every home is powered by #CleanEnergy.

That future is now.

TED Countdown's film (feat. expert insights from RMI’s Kingsmill Bond, Eduarda Zoghbi, and Habiba Ahut Daggash) showcases the extraordinary ways clean energy is integrating into our lives and leading global change NOW. 👏

Watch the film here: https://www.ted.com/talks/ted_countdown_ted_explores_a_new_climate_vision?ref=upstract.com

#GoodClimateNews #AppliedHope #AheadOfTheCurve","COP28","[3] Real People","[4] Pre Event/ Webinar","[1] RMI Strategy",NA,NA,NA,NA,NA,NA,NA,"cop28"
2023-12-09,"RMI Brand","Twitter",3,2698565,"COP28",1814,2.362,1.816,48,0.655,0.283,0.026,-0.447,-0.587,29,5,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1733578102066872705","On the heels of #Sunnylands Statement fostering cooperation on climate change between the US &amp; China, RMI hosted a seminar at #COP28 w/ Minister Xie Zhenhua, Zou Ji, Helen M. of @ClimateWorks, and other leaders, innovators, etc. from two of the world's largest emitters. https://t.co/ozqffpgW2C","[1] RMI China","[4] Misc. Non-CTA","COP28","[3] Real People",NA,NA,NA,NA,NA,NA,NA,"cop28"
2023-12-09,"RMI Brand","Facebook",2,2698565,"COP28",483,0.03,-0.206,12,-0.2,-0.557,0.025,-0.286,-0.324,8,1,1,0,"RMI Brand","Post","https://www.facebook.com/344520634375161/posts/776245917869295","Hot on the heels of the #Sunnylands Statement fostering cooperation on climate change between the United States and China, RMI hosted a seminar at #COP28 with Minister Xie Zhenhua, Zou Ji, Helen Mountford of Climateworks Foundation, and other government, business leaders, innovators, and change-makers from two of the world's largest emitters.
 
""We are knocking on the door of 1.5 degrees, which should lend us urgency in our action. The good news is clean energy technologies are experiencing exponential growth, and China is leading the way. RMI China has been working alongside many to unlock and accelerate the clean energy transition across sectors."" - Jon Creyts
 
Discover more about RMI's efforts working in China to accelerate the energy transition here: https://bit.ly/4855Vu2","[1] RMI China","[4] Misc. Non-CTA","COP28","[3] Real People",NA,NA,NA,NA,NA,NA,NA,"cop28"
2023-12-08,"RMI Brand","Facebook",2,2698565,"COP28",191,-0.593,-0.686,2,-0.867,-0.926,0.01,-0.714,-0.73,0,1,1,0,"RMI Brand","Post","https://www.facebook.com/344520634375161/posts/775065224654031","🎧 Tune into the latest episode of the Climate Now podcast to hear RMI's 
Dina Cappiello shares on-the-ground insights from #COP28UAE in Dubai: https://hubs.li/Q02b-DLh0 🔌","[3] Stock","COP28","[1] RMI Brand","[4] RMI In Media",NA,NA,NA,NA,NA,NA,NA,"cop28"
2023-12-06,"RMI Brand","Twitter",3,2698565,"COP28",843,0.563,0.309,16,-0.448,-0.572,0.019,-0.596,-0.698,8,2,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1732500399045685612","🎧 Tune into the latest episode of @weareclimatenow: RMI's @dinacappiello shares on-the-ground insights from #COP28 in Dubai: https://t.co/BKT2rvset8 🔌","[3] Stock","COP28","[1] RMI Brand","[4] RMI In Media",NA,NA,NA,NA,NA,NA,NA,"cop28"
2023-12-06,"RMI Brand","Twitter",3,2698565,"COP28",2269,3.206,2.522,55,0.897,0.471,0.024,-0.489,-0.619,38,3,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1732476574471966749","✈️ To boost climate-friendly aviation, RMI, @EnvDefenseFund &amp; SABA unveiled a new registry at #COP28.

This platform ensures that the Sustainable Aviation Fuels (SAF) and SAFc companies invest in meet rigorous sustainability standards. Check it out: https://t.co/Tee1A26CjB ","COP28","[1] RMI Industries",NA,NA,NA,NA,NA,NA,NA,NA,NA,"cop28"
2023-12-06,"RMI Brand","Twitter",3,2698565,"COP28",2171,3.024,2.37,38,0.31,0.016,0.018,-0.617,-0.714,29,4,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1732346987725672712","Shipping leaders committed to scaling up zero-emissions fuel derived from renewables-based #hydrogen to ~11M tons by 2030 to meet decarbonization targets. 🚢

We're proud to have partnered with @UN @hlcchampions to make it happen. 🤝 https://t.co/cohb2CF1sp

#COP28 https://t.co/jZfgZJJoda","cop28—dubai time","[3] Real People","[1] RMI Industries","COP28","[2] report/blog",NA,NA,NA,NA,NA,NA,"cop28"
2023-12-05,"RMI Brand","Twitter",3,2698565,"COP28",1252,1.321,0.943,30,0.034,-0.198,0.024,-0.489,-0.619,22,2,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1732163963901591846","Investing in Africa's electricity grids is key to achieving universal access to electricity. ⚡️

Check out the groundbreaking report by @OctopusEnergy and RMI highlighting the need for $50 billion annual investment by 2030.
https://t.co/IzSRjN6XRL #AfricaPowerGrids https://t.co/IOl5TczbFq","[1] RMI Africa","COP28","[3] Real People","[2] report/blog",NA,NA,NA,NA,NA,NA,NA,"cop28"
2023-12-05,"RMI Brand","Twitter",3,2698565,"COP28",707,0.31,0.097,11,-0.621,-0.706,0.016,-0.66,-0.746,10,0,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1732060260947329176","Looking for a hub focused on scaling #MinigridsForAfrica? 🔎

The Africa Minigrids Program, a @UNDP-led initiative, has refreshed their website, offering a portal into how 21 countries are boosting #EnergyAccess.

Take a look! 👉 https://t.co/S4I6AfSD9B #COP28UAE","[3] Stock","[1] RMI Africa","COP28","[2] report/blog",NA,NA,NA,NA,NA,NA,NA,"cop28"
2023-12-05,"RMI Brand","Twitter",3,2698565,"COP28",704,0.305,0.093,15,-0.483,-0.599,0.021,-0.553,-0.667,11,0,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1732016995749544443","🚨 Later Is Too Late 🚨

Join us tomorrow at #COP28 for a discussion on how we can unlock the exponential growth of climate solutions in response to exponential climate impacts.
December 6 | 17:00-18:30 | Action Stage 1 (Al Hur)

Register here 👉 https://t.co/1MIc89cVBe https://t.co/loUJX2KDGI","cop28—dubai time","[4] Pre Event/ Webinar","[3] Text Graphic","COP28","[1] RMI Strategy",NA,NA,NA,NA,NA,NA,"cop28"
2023-12-05,"RMI Brand","Facebook",2,2698565,"COP28",679,0.448,0.117,15,0,-0.446,0.022,-0.371,-0.405,3,4,1,0,"RMI Brand","Post","https://www.facebook.com/344520634375161/videos/366079255932817","Today is “Just Transition” day at #COP28. ⚖️⚡ 

In honor, RMI answers this three-part question: 1️⃣ What is the Just Transition, 2️⃣ Why does it matter and 3️⃣ What can it look like in practice? 

Continue watching and explore the principles in practice: https://bit.ly/3R7Un2v","[1] RMI Caribbean","cop28—dubai time","just transition video","COP28","[4] RMI Landing Page","[3] <2.2 mins Video",NA,NA,NA,NA,NA,"cop28"
2023-12-05,"RMI Brand","Twitter",3,2698565,"COP28",2566,3.756,2.983,87,2,1.326,0.034,-0.277,-0.46,60,11,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1731997161741590843","Without keeping Just Transition principles at the forefront of global #ClimateAction, we risk failing to meet our climate goals.

In honor of “Just Transition” day at #COP28, RMI breaks down this important climate term today. ⚖️⚡

Keep watching: https://t.co/VV3Su5OigA https://t.co/dM23glKG11","[1] RMI Caribbean","cop28—dubai time","just transition video","COP28","[4] RMI Landing Page","[3] <2.2 mins Video",NA,NA,NA,NA,NA,"cop28"
2023-12-04,"RMI Brand","Twitter",3,2698565,"COP28",1617,1.997,1.51,22,-0.241,-0.412,0.014,-0.702,-0.778,13,2,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1731797864563556587","Interested in all things #methane? 👀

Learn about the future of methane emissions tracking at a #COP28UAE event on Dec.6.

📢 Experts will discuss remote sensing tech, MRV standards, and more. Livestream it here:  ","COP28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cop28"
2023-12-04,"RMI Brand","Facebook",2,2698565,"COP28",250,-0.467,-0.589,7,-0.533,-0.742,0.028,-0.2,-0.243,2,2,1,0,"RMI Brand","Post","https://www.facebook.com/344520634375161/posts/773196608174226","Exciting News from #COP28: RMI launches the Sustainable Aluminum Finance Framework! 🌍
 
Today, on the sidelines of the #COP28 conference in Dubai, RMI introduced the Sustainable Aluminum Finance Framework, a pioneering initiative for the aluminum sector.
 
In partnership with renowned banks - Citi, ING, Societe Generale, Standard Chartered Bank- and industry stakeholders International Aluminium Institute and Alcoa, this framework will revolutionize how banks measure and disclose their aluminum lending portfolios' emissions.
 
“This framework is a call to action, especially in sectors that are critical to our economies,” said RMI’s CEO Jon Creyts, “Today is pivotal… this framework is not just another initiative. It is a vital tool to bring the aluminum industry in line with climate goals.” 👏
 
Read the full release here: ","[1] RMI Industries","[4] Pre Event/ Webinar","[3] Stock","COP28",NA,NA,NA,NA,NA,NA,NA,"cop28"
2023-12-04,"RMI Brand","Twitter",3,2698565,"COP28",971,0.8,0.507,12,-0.586,-0.679,0.012,-0.745,-0.81,6,0,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1731787238717948226","🚀 Exciting News from #COP28: RMI launched the Sustainable Aluminum Finance Framework, revolutionizing how banks measure &amp; disclose aluminum lending portfolios' emissions.","[3] Stock","COP28","[4] Pre Event/ Webinar","[1] RMI Industries",NA,NA,NA,NA,NA,NA,NA,"cop28"
2023-12-04,"RMI Brand","Twitter",3,2698565,"COP28",886,0.642,0.375,9,-0.69,-0.759,0.01,-0.787,-0.841,5,2,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1731640473977024812","🏦Finance Day at #COP28UAE🏦 

Following our open letter calling for the increased deployment of transition finance, RMI’s Jon Creyts and Brian O'Hanlon hosted a panel on best practices to achieve real-world impact. 🌎","[4] Misc. Non-CTA","cop28—dubai time","[3] Stock","COP28","[1] RMI Brand",NA,NA,NA,NA,NA,NA,"cop28"
2023-12-04,"RMI Brand","Facebook",2,2698565,"COP28",352,-0.249,-0.421,11,-0.267,-0.594,0.031,-0.114,-0.162,5,0,1,0,"RMI Brand","Post","https://www.facebook.com/344520634375161/posts/772900698203817","🏦Finance Day at #COP28UAE🏦 

Following our open letter calling for the increased deployment of transition finance, RMI’s Jon Creyts and Brian O'Hanlon hosted a panel on best practices to achieve real-world impact. 🌎

“All finance is transition finance. We need a deal team for the world that is working and moving and helping us reposition all of our assets for sustainability.” - Jon Creyts

See the specific actions we asked the financial industry, governments, and corporations to address. ➡ https://bit.ly/47VO60k

UK Finance NatWest Group Barclays Bank HSBC Sumitomo Mitsui Banking Corporation JP Morgan Chase Bank","[4] Misc. Non-CTA","cop28—dubai time","[3] Real People","COP28","[1] RMI Brand",NA,NA,NA,NA,NA,NA,"cop28"
2023-12-04,"RMI Brand","Twitter",3,2698565,"COP28",667,0.236,0.035,22,-0.241,-0.412,0.033,-0.298,-0.476,16,2,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1731584185788141899","Thanks for the shoutout at #COP28UAE @Jamesogradycam! 📣

The report from RMI experts @KingsmillBond @SamButl3r itself! 👉
https://t.co/edws2FHD1S https://t.co/RoTMo3ULOg","cop28—dubai time","[3] Figure/ Graph","COP28","[2] report/blog","[1] RMI Strategy",NA,NA,NA,NA,NA,NA,"cop28"
2023-12-03,"RMI Brand","Instagram",4,2698565,"COP28",749,-0.154,-0.227,54,1.842,1.535,0.072,2.6,2.273,NA,NA,1,0,"RMI Brand","Post","https://www.instagram.com/p/C0ZJ3aqP2tl/","⚡️Developing countries, often hit hardest by the worsening climate crisis, will soon be able to mobilize more money to invest in climate solutions!

Today at #COP28UAE, RMI's Climate Finance Access Network (CFAN) launched a Caribbean chapter with support from Canada and the United States that will embed more than a half dozen climate finance advisors from the region into Caribbean communities. 🤝

Skeeta Carasco, CFAN advisor to St. Lucia, shared CFAN’s success and ambitions, which include a $304M pipeline of aspirational projects and 30+ proposed projects. 👏 

#CaribbeanClimate #TrainforClimate #CFANadvisors","COP28","cop28—dubai time","[1] RMI CFAN","[3] Real People","[2] report/blog",NA,NA,NA,NA,NA,NA,"cop28"
2023-12-03,"RMI Brand","Twitter",3,2698565,"COP28",1197,1.219,0.858,28,-0.034,-0.251,0.023,-0.511,-0.635,21,3,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1731306515988992364","⚡️Developing countries, often hit hardest by the worsening climate crisis, will soon be able to mobilize more money to invest in climate solutions!

Today at #COP28UAE, RMI's @CFANadvisors launched a Caribbean chapter with support from Canada and the United States...

🧵 https://t.co/NpohuzowFZ","[1] RMI Global South","cop28—dubai time","[1] RMI CFAN","[3] Real People","COP28","[2] report/blog",NA,NA,NA,NA,NA,"cop28"
2023-12-03,"RMI Brand","Facebook",2,2698565,"COP28",550,0.173,-0.095,16,0.067,-0.41,0.029,-0.171,-0.216,9,1,1,0,"RMI Brand","Post","https://www.facebook.com/344520634375161/posts/772328994927654","⚡️Developing countries, often hit hardest by the worsening climate crisis, will soon be able to mobilize more money to invest in climate solutions!

Today at #COP28UAE, RMI's Climate Finance Access Network (CFAN) launched a Caribbean chapter with support from Canada and the United States that will embed more than a half dozen climate finance advisors from the region into Caribbean communities. 🤝

Skeeta Carasco, CFAN advisor to St. Lucia, shared CFAN’s success and ambitions, which include a $304M pipeline of aspirational projects and 30+ proposed projects. 👏

More here➡️ https://bit.ly/3t0E8fv

#CaribbeanClimate #TrainforClimate #CFANadvisors 

Environment and Climate Change Canada CARICOM: Caribbean Community","cop28—dubai time","[1] RMI CFAN","[3] Real People","COP28","[2] report/blog",NA,NA,NA,NA,NA,NA,"cop28"
2023-12-02,"RMI Brand","Twitter",3,2698565,"COP28",23378,42.333,35.29,188,5.483,4.027,0.008,-0.83,-0.873,130,12,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1730938575900844411","Thanks to leadership from @MikeBloomberg &amp; @BloombergDotOrg, our ability to detect methane emissions is rapidly improving, &amp; solutions to significantly reduce this super-potent greenhouse gas across oil and gas can be accelerated immediately.

https://t.co/rlVv0VcXZR
(1/2) https://t.co/n7rhHGDAfB","cop28—dubai time","[3] Real People","[1] RMI Industries","COP28","[2] report/blog",NA,NA,NA,NA,NA,NA,"cop28"
2023-12-02,"RMI Brand","Twitter",3,2698565,"COP28",2214,3.104,2.437,70,1.414,0.872,0.032,-0.319,-0.492,54,4,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1730889627903443038","Ahead of the methane summit today at #COP28UAE with the U.S., China, and UAE, RMI's @DxGordon calls on world leaders to reduce the potent greenhouse gas methane from oil and gas operations. ➡️ https://t.co/OZ3nMk6Ill

@ContextNewsroom https://t.co/nNcZDxLlba","cop28—dubai time","[4] RMI In Media","[1] RMI Intelligence","[3] Text Graphic","COP28",NA,NA,NA,NA,NA,NA,"cop28"
2023-12-01,"RMI Brand","Twitter",3,2698565,"COP28",1160,1.15,0.801,52,0.793,0.39,0.045,-0.043,-0.286,38,2,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1730699494935629985","Join @TEDRadioHour @manoushz for a film feat. RMI's @KingsmillBond, @HabibaDaggash, &amp; @duda_zoghbi showing the exponential growth of clean energy and the real possibility of a better future for all. 

Premieres at #COP28, Dec. 3, 8 PM at Extreme Hangout. 🎥Produced @TEDCountdown https://t.co/BWwoQzVJmi","COP28","[4] RMI In Media","[1] RMI Strategy","[3] <2.2 mins Video",NA,NA,NA,NA,NA,NA,NA,"cop28"
2023-12-01,"RMI Brand","Facebook",2,2698565,"COP28",251,-0.465,-0.587,10,-0.333,-0.631,0.04,0.143,0.081,2,1,1,0,"RMI Brand","Post","https://www.facebook.com/344520634375161/videos/992802768884253","Join TED Radio Hour's Manoush Zomorodi for a special film featuring analysis from RMI's Kingsmill Bond, Eduarda Zoghbi, and Habiba Ahut Daggash, showing the exponential growth of clean energy in the electricity and passenger vehicle sectors, and the real possibility of a better future for all. 🌎

The film will be screened at #COP28UAE Sun. Dec. 3 at 8 PM at Extreme Hangout.

Produced by TEDCountdown, an initiative championing and accelerating solutions to the climate crisis.","[4] RMI In Media","COP28","[3] <2.2 mins Video","[1] RMI Strategy",NA,NA,NA,NA,NA,NA,NA,"cop28"
2023-12-01,"RMI Brand","Facebook",2,2698565,"COP28",297,-0.367,-0.512,7,-0.533,-0.742,0.024,-0.314,-0.351,3,1,1,0,"RMI Brand","Post","https://www.facebook.com/344520634375161/posts/771260585034495",NA,"[1] RMI Global South","[4] Misc. Non-CTA","COP28","[3] Real People",NA,NA,NA,NA,NA,NA,NA,"cop28"
2023-12-01,"RMI Brand","Facebook",2,2698565,"COP28",421,-0.102,-0.308,7,-0.533,-0.742,0.017,-0.514,-0.541,4,1,1,0,"RMI Brand","Post","https://www.facebook.com/344520634375161/videos/264057019989288","We're thrilled to announce the launch of the first-ever Sustainable Aluminum Finance Framework! 🌟 

This pioneering initiative by RMI, developed with our esteemed partners Citi, ING, Société Générale, and Standard Chartered, is a game-changer for the industry. 

It's a robust roadmap for banks to align their aluminum financing with ambitious decarbonization goals. 

Ready to lead the charge towards a greener future? Discover how we're driving change: https://bit.ly/47YB3eQ","[1] Center for Climate-Aligned Finance","COP28","[3] Text Graphic","[1] RMI Industries","[4] Pre Event/ Webinar",NA,NA,NA,NA,NA,NA,"cop28"
2023-12-01,"RMI Brand","Twitter",3,2698565,"COP28",1232,1.284,0.912,65,1.241,0.738,0.053,0.128,-0.159,41,4,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1730608464399913025","🚀 Big news!

RMI's new Sustainable Aluminum Finance Framework is here to revolutionize #AluminumProduction. 🌱✨

With our partners @Citi, @ING_news, @SocieteGenerale, @StanChart, we're setting a new standard for #SustainableInvesting! 👉 https://t.co/KkYMBOhNOK https://t.co/hyA8K2cCjA","[3] Stock","COP28","[4] Pre Event/ Webinar","[1] RMI Industries",NA,NA,NA,NA,NA,NA,NA,"cop28"
2023-12-01,"Jon Creyts","Twitter",3,2698565,"COP28",223,0.702,-0.177,13,-0.649,-0.556,0.058,-0.453,-0.623,7,0,0,1,"RMI Program","Post","https://twitter.com/Jon_Creyts/status/1730595135375773713","At #COP28? Don’t miss out on our @RockyMtnInst event on #TransitionFinance: https://t.co/W7tLuGsS9H https://t.co/wC4mXxhRtl","COP28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cop28"
2023-11-30,"RMI Brand","Twitter",3,2698565,"COP28",662,0.227,0.028,12,-0.586,-0.679,0.018,-0.617,-0.714,6,2,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1730282296773673048","How do you hold back a storm? As Caribbean nations like St Lucia endure the pummeling impacts of climate change, @thisskeeta is working to secure critical finance to build and sustain resilient infrastructure.
 
Learn more about Skeeta’s story and work: https://t.co/sjmznWH2DC ⚡️","[1] RMI Caribbean","COP28","[2] report/blog",NA,NA,NA,NA,NA,NA,NA,NA,"cop28"
2023-11-30,"RMI Brand","Facebook",2,2698565,"COP28",208,-0.557,-0.658,3,-0.8,-0.889,0.014,-0.6,-0.622,0,1,1,0,"RMI Brand","Post","https://www.facebook.com/344520634375161/posts/770452748448612","Reducing methane emissions from solid waste is critical for achieving climate commitments.

In Nigeria, national, state and local waste authorities are tackling the issue head on, hoping to curb the climate impacts of the super-potent greenhouse gas: ","[1] RMI Africa","COP28","[2] report/blog",NA,NA,NA,NA,NA,NA,NA,NA,"cop28"
2023-11-30,"RMI Brand","Twitter",3,2698565,"COP28",718,0.331,0.115,17,-0.414,-0.545,0.024,-0.489,-0.619,12,2,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1730235989463855410","Reducing methane emissions from solid waste is critical for achieving climate commitments.

In Nigeria, national, state and local waste authorities are tackling the issue head on, hoping to curb the climate impacts of the super-potent greenhouse gas: https://t.co/PGgzoXP7w8 🇳🇬","[1] RMI Africa","COP28","[2] report/blog",NA,NA,NA,NA,NA,NA,NA,NA,"cop28"
2023-11-29,"RMI Brand","Twitter",3,2698565,"COP28",873,0.618,0.355,35,0.207,-0.064,0.04,-0.149,-0.365,25,3,1,0,"RMI Brand","Post","https://twitter.com/RockyMtnInst/status/1729996708522733988","How can Caribbean priorities be better represented at #COP28? What’s the secret sauce to rapidly scale renewables in the Caribbean &amp; beyond? 🤔

@climaconscious sat down with @jimmyfletcher25, @Ije_ikoku_okeke, &amp; @DavidGumbsRE to explore.

Listen here: https://t.co/aE4lmVBJgr https://t.co/l3S9zkWReO","COP28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cop28"
